thickness_cm,energy_mev,w_H,density_g_cm3,transmitted_dose_mgy
11.46,52.79,0.0869,0.8978,0.2055
8.51,492.49,0.0662,0.8864,57.6944
4.68,365.21,0.0917,0.9004,46.2957
9.1,358.44,0.0892,0.8991,36.4911
7.35,298.8,0.1019,0.906,31.0998
3.31,90.53,0.0924,0.9008,7.4298
12.98,60.96,0.1418,0.928,0.0
9.19,96.17,0.056,0.8808,0.0
15.84,210.26,0.0955,0.9025,1.93
15.63,69.55,0.1394,0.9267,0.0
1.32,394.36,0.0829,0.8956,56.5932
17.68,17.64,0.0444,0.8744,0.0
12.36,94.96,0.0602,0.8831,0.0
5.61,231.97,0.1132,0.9123,24.4654
11.61,487.79,0.0465,0.8756,51.3784
3.51,142.96,0.0917,0.9004,14.8818
10.74,248.35,0.0414,0.8728,16.785
11.21,300.26,0.1242,0.9183,23.6862
3.59,13.8,0.044,0.8742,0.0513
7.62,135.17,0.062,0.8841,5.8593
8.46,464.96,0.1088,0.9098,53.7387
17.47,195.02,0.0209,0.8615,0.1019
4.83,76.21,0.1378,0.9258,2.1896
9.07,360.31,0.1264,0.9195,36.8085
19.93,475.1,0.0913,0.9002,34.0931
15.92,139.92,0.0892,0.8991,0.3219
5.59,327.11,0.0605,0.8833,38.4066
18.4,71.11,0.0958,0.9027,0.2669
1.6,459.33,0.0228,0.8625,65.8817
6.93,97.16,0.0202,0.8611,1.5088
13.6,310.52,0.0607,0.8834,21.2428
15.58,267.84,0.1288,0.9208,11.3527
12.07,356.06,0.1196,0.9158,30.5751
19.03,467.21,0.0982,0.904,34.7817
19.16,237.97,0.1237,0.918,0.3818
12.66,18.13,0.0519,0.8785,0.0059
4.24,477.39,0.0597,0.8828,63.808
4.39,214.7,0.0388,0.8713,23.9212
12.7,458.01,0.104,0.9072,44.5028
3.94,250.44,0.072,0.8896,30.3947
10.52,433.79,0.1147,0.9131,44.9915
13.77,27.53,0.0219,0.862,0.0439
1.08,455.18,0.1191,0.9155,66.0425
3.74,328.31,0.0504,0.8777,42.3391
10.56,426.27,0.0725,0.8899,43.8945
2.53,189.05,0.0403,0.8722,23.4438
18.15,433.64,0.071,0.8891,30.8111
19.51,132.15,0.1165,0.9141,0.01
12.59,350.81,0.0406,0.8723,28.9618
4.09,366.34,0.0913,0.9002,47.5413
9.01,497.3,0.0615,0.8838,57.6477
0.71,238.7,0.0387,0.8713,34.4732
11.56,158.83,0.1498,0.9324,2.3085
17.69,488.27,0.0683,0.8876,39.9537
8.74,47.46,0.0703,0.8887,0.3954
5.37,284.86,0.0918,0.9005,32.5238
19.98,378.5,0.0351,0.8693,19.3469
5.48,463.49,0.1415,0.9278,59.044
14.82,234.8,0.0532,0.8793,7.5514
16.14,155.6,0.0433,0.8738,0.0018
1.12,154.1,0.0276,0.8652,21.0303
0.74,48.5,0.0424,0.8733,5.9259
7.4,489.09,0.0453,0.8749,59.3402
4.71,120.42,0.0659,0.8862,9.1982
14.02,207.17,0.0912,0.9002,4.8292
13.49,261.07,0.0417,0.8729,13.6759
5.83,356.63,0.1187,0.9153,42.6284
10.71,219.33,0.0832,0.8958,12.6236
1.62,224.46,0.0755,0.8915,30.9589
3.37,282.68,0.0652,0.8859,35.9261
1.26,132.71,0.0355,0.8695,17.7027
4.17,436.44,0.0372,0.8705,57.6469
11.64,374.11,0.1199,0.9159,33.725
8.46,46.05,0.0568,0.8812,0.2319
15.21,176.02,0.0234,0.8629,0.0016
5.98,489.57,0.0837,0.896,62.2869
0.89,442.01,0.0249,0.8637,64.7676
2.59,29.73,0.074,0.8907,0.1481
9.45,193.7,0.0234,0.8629,11.0641
9.54,491.02,0.061,0.8835,55.6642
14.21,167.55,0.1063,0.9085,0.0
14.27,166.33,0.0854,0.897,0.2503
13.34,434.8,0.1432,0.9288,40.2873
14.79,452.25,0.1444,0.9294,40.0584
8.18,259.96,0.036,0.8698,23.7818
15.66,282.75,0.0819,0.895,12.9709
4.63,355.1,0.1211,0.9166,44.5836
18.34,12.61,0.1155,0.9135,0.0501
4.55,452.68,0.0619,0.884,59.1363
6.46,449.05,0.1066,0.9086,55.1079
15.7,291.26,0.086,0.8973,14.302
14.26,221.37,0.1097,0.9103,6.0019
11.3,301.77,0.0723,0.8898,24.1312
18.14,289.03,0.0565,0.8811,9.2596
2.67,292.51,0.0744,0.8909,38.6912
0.55,411.91,0.0922,0.9007,60.9948
14.19,422.47,0.1107,0.9109,36.7938
0.51,425.85,0.0863,0.8975,62.7863
0.96,360.04,0.1144,0.9129,52.4342
7.91,241.5,0.0529,0.8791,21.2904
15.19,262.27,0.0308,0.8669,10.6724
13.81,33.42,0.0648,0.8856,0.0
8.01,385.37,0.0504,0.8777,42.7465
10.56,72.09,0.1484,0.9316,0.0
1.26,201.29,0.1051,0.9078,27.7147
8.16,36.97,0.0409,0.8725,0.0
5.77,498.67,0.0214,0.8618,64.3523
1.63,250.41,0.0233,0.8628,34.5511
12.2,198.56,0.0946,0.902,6.7549
6.58,416.57,0.0208,0.8614,50.4257
11.36,231.84,0.0403,0.8722,13.0709
6.32,229.11,0.1341,0.9238,22.3359
18.74,267.72,0.0834,0.8959,5.2278
1.02,238.87,0.0804,0.8942,33.748
17.57,322.17,0.0313,0.8672,14.9243
2.61,160.91,0.0336,0.8685,18.99
1.16,497.64,0.0767,0.8922,72.3138
9.6,136.47,0.0992,0.9046,2.3776
0.99,472.92,0.0251,0.8638,68.9211
10.61,170.96,0.027,0.8649,5.4736
0.94,13.0,0.0427,0.8735,0.1377
13.86,467.26,0.0919,0.9005,44.3129
7.37,143.31,0.1189,0.9154,7.4005
10.13,374.58,0.0567,0.8812,37.1688
16.94,134.49,0.0264,0.8645,0.0
11.1,390.24,0.1452,0.9299,37.7836
18.19,486.12,0.0265,0.8646,39.0915
18.36,124.2,0.0604,0.8832,0.0628
7.24,80.81,0.117,0.9143,0.24
18.47,169.26,0.0384,0.8711,0.0363
4.03,89.47,0.1146,0.913,5.9196
12.96,367.23,0.1205,0.9163,31.0036
11.88,52.41,0.1006,0.9053,0.3558
11.04,218.65,0.048,0.8764,12.3545
9.49,223.72,0.1236,0.918,15.743
19.71,478.11,0.026,0.8643,34.8688
2.13,201.23,0.0707,0.8889,26.2519
15.52,131.16,0.0621,0.8842,0.2392
14.03,234.94,0.1493,0.9321,8.6313
10.48,336.49,0.023,0.8627,30.533
11.04,235.93,0.027,0.8649,14.7139
13.63,490.74,0.0207,0.8614,48.0171
6.61,191.95,0.033,0.8681,16.8423
5.19,401.04,0.0409,0.8725,50.2577
5.66,477.11,0.0428,0.8735,61.1883
19.17,273.15,0.0729,0.8901,5.01
11.07,271.31,0.0992,0.9046,19.9871
6.56,29.56,0.1367,0.9252,0.0
1.06,349.22,0.1047,0.9076,50.5922
5.15,248.39,0.046,0.8753,27.4752
11.43,68.17,0.094,0.9017,0.1391
18.92,286.89,0.0401,0.8721,7.5794
7.71,493.93,0.0497,0.8773,60.0378
2.28,311.7,0.1482,0.9315,42.5061
8.75,422.21,0.1341,0.9238,46.6258
15.59,404.65,0.0523,0.8788,31.3924
7.3,165.08,0.1047,0.9076,10.8992
4.39,80.67,0.0323,0.8678,4.015
1.2,192.95,0.0797,0.8938,26.7325
5.61,310.37,0.1151,0.9133,35.8513
10.59,453.79,0.0876,0.8982,48.3688
17.31,34.66,0.0708,0.8889,0.071
11.14,121.33,0.074,0.8907,0.0294
5.88,104.58,0.1394,0.9267,4.4999
2.63,455.69,0.1185,0.9152,63.4117
10.43,318.08,0.0216,0.8619,28.5871
1.63,276.13,0.0974,0.9036,38.3445
12.14,491.14,0.0506,0.8778,50.9
7.04,68.23,0.1364,0.925,0.0
14.12,228.88,0.0768,0.8922,7.8356
8.54,59.66,0.0785,0.8932,0.0
17.74,217.71,0.0427,0.8735,0.0
3.04,146.56,0.0771,0.8924,15.7088
17.25,416.27,0.1024,0.9063,30.006
12.07,313.11,0.0655,0.886,24.1917
0.55,323.28,0.1056,0.9081,47.1784
19.94,234.02,0.0484,0.8766,0.0006
5.37,461.82,0.1362,0.9249,59.2167
15.8,76.04,0.0917,0.9004,0.0
17.01,327.42,0.1236,0.918,16.7219
1.75,229.97,0.1487,0.9318,31.417
10.79,458.77,0.0497,0.8773,48.2568
19.38,417.98,0.0638,0.8851,26.0711
1.45,162.59,0.0326,0.8679,21.7515
17.94,401.98,0.122,0.9171,27.0215
15.45,364.13,0.1078,0.9093,25.5734
14.97,455.29,0.1443,0.9294,40.5274
17.05,494.94,0.0959,0.9027,42.5237
16.5,204.89,0.0414,0.8728,0.0
4.67,321.62,0.1024,0.9063,39.6845
16.22,190.52,0.1089,0.9099,0.0401
10.6,14.16,0.0803,0.8942,0.2039
3.74,412.93,0.0401,0.8721,54.8624
6.49,14.67,0.1472,0.931,0.1288
15.07,173.05,0.0255,0.864,0.0
15.7,429.44,0.0806,0.8943,35.3017
19.76,470.57,0.0929,0.9011,33.6071
9.04,11.04,0.0851,0.8968,0.2205
14.0,428.51,0.0362,0.8699,37.9087
2.98,337.54,0.1487,0.9318,44.7368
12.2,150.11,0.1441,0.9293,0.1559
5.17,92.11,0.0647,0.8856,3.9044
18.85,166.13,0.1131,0.9122,0.0
2.63,190.47,0.1273,0.92,23.995
3.1,383.67,0.1052,0.9079,51.672
19.5,163.54,0.1451,0.9298,0.2985
16.63,336.36,0.0903,0.8997,18.9916
1.57,185.5,0.1316,0.9224,24.6549
7.0,186.45,0.023,0.8627,14.5414
9.76,22.03,0.0458,0.8752,0.0965
6.6,452.34,0.1385,0.9262,55.2369
1.51,320.67,0.1176,0.9147,45.192
17.42,190.44,0.0892,0.8991,0.0
12.74,286.22,0.0663,0.8865,18.8302
17.52,174.97,0.0319,0.8675,0.0812
17.16,153.92,0.0571,0.8814,0.0
5.21,392.5,0.0996,0.9048,49.3243
6.38,75.92,0.1074,0.9091,0.0
17.04,108.84,0.0272,0.865,0.0
10.84,197.94,0.0818,0.895,9.578
1.98,333.9,0.0826,0.8954,46.4656
13.06,437.25,0.0781,0.893,40.9449
14.57,268.34,0.1262,0.9194,12.765
12.57,298.66,0.1424,0.9283,21.3442
16.01,433.58,0.1415,0.9278,35.1824
8.32,444.36,0.0982,0.904,51.1404
14.77,303.68,0.0339,0.8686,17.8784
17.5,127.67,0.0363,0.87,0.0
17.6,116.43,0.0574,0.8816,0.0
1.02,48.83,0.0523,0.8788,5.4391
5.83,148.49,0.0967,0.9032,11.3455
9.86,474.07,0.0807,0.8944,53.0173
10.98,223.88,0.136,0.9248,12.9452
6.42,218.12,0.0901,0.8996,20.6281
0.6,476.06,0.1314,0.9223,70.2921
17.63,484.66,0.1431,0.9287,40.0165
19.53,10.58,0.1379,0.9258,0.0872
1.63,327.17,0.0403,0.8722,46.1126
18.31,74.52,0.0216,0.8619,0.0209
8.39,64.06,0.0408,0.8724,0.0
5.03,476.56,0.1277,0.9202,61.9172
4.41,175.55,0.0819,0.895,17.8879
1.72,18.58,0.058,0.8819,0.1574
13.86,131.38,0.1381,0.926,0.0593
12.0,454.26,0.0813,0.8947,45.8543
14.44,100.41,0.0536,0.8795,0.0
14.25,341.04,0.1115,0.9113,24.5798
12.78,85.33,0.0255,0.864,0.0
18.68,193.06,0.1341,0.9238,0.275
7.64,234.27,0.1138,0.9126,20.7119
17.55,350.98,0.0231,0.8627,19.6951
3.86,410.89,0.1092,0.9101,54.2115
19.01,460.27,0.0587,0.8823,33.4936
11.93,195.9,0.1208,0.9164,7.357
8.51,240.01,0.0816,0.8949,19.9346
15.33,321.52,0.1474,0.9311,19.6612
17.6,277.63,0.0452,0.8749,8.565
1.18,411.71,0.083,0.8956,59.4085
19.1,83.7,0.0678,0.8873,0.1328
8.67,103.16,0.0579,0.8818,0.2126
16.16,353.45,0.0581,0.882,22.6637
14.42,143.2,0.141,0.9275,0.1342
1.63,449.5,0.0921,0.9007,64.4091
6.57,438.23,0.073,0.8901,53.3935
1.66,420.82,0.1333,0.9233,59.9392
18.65,339.73,0.0431,0.8737,16.0941
18.88,406.25,0.0468,0.8757,25.6534
19.89,53.25,0.0567,0.8812,0.3812
8.64,475.97,0.0458,0.8752,55.0132
1.66,206.56,0.143,0.9286,27.8766
8.85,76.06,0.1025,0.9064,0.1873
19.9,222.07,0.1304,0.9217,0.0
4.26,426.07,0.0311,0.8671,56.0467
11.9,297.13,0.0319,0.8675,22.176
11.95,459.09,0.1317,0.9224,46.3639
5.13,354.06,0.0297,0.8663,43.3359
5.39,173.99,0.0457,0.8751,15.7372
7.2,211.86,0.0277,0.8652,18.4106
15.24,325.84,0.0559,0.8807,20.094
8.94,268.46,0.0858,0.8972,23.5284
7.37,236.63,0.1453,0.9299,21.7547
10.59,311.86,0.1449,0.9297,27.1002
13.48,150.35,0.088,0.8984,0.1736
17.37,489.2,0.09,0.8995,41.2831
2.69,314.42,0.0535,0.8794,42.0622
10.33,130.35,0.1306,0.9218,0.2233
8.19,68.01,0.0224,0.8623,0.0667
18.58,376.66,0.0227,0.8625,21.6589
8.05,65.99,0.1397,0.9268,0.0746
7.26,360.2,0.1288,0.9208,40.3585
19.97,128.8,0.1233,0.9178,0.0
14.91,473.73,0.145,0.9297,43.2403
19.16,37.74,0.044,0.8742,0.0
9.06,146.15,0.1243,0.9184,5.0395
15.85,485.55,0.1237,0.918,43.0708
5.77,350.66,0.0368,0.8702,42.0764
1.97,100.61,0.1392,0.9266,11.3301
14.22,170.68,0.0627,0.8845,0.277
19.63,395.73,0.1456,0.9301,22.3673
1.57,102.69,0.1038,0.9071,12.4309
10.64,252.51,0.1149,0.9132,17.5305
11.97,127.78,0.0303,0.8667,0.0
6.13,449.1,0.1442,0.9293,55.7083
7.99,81.91,0.1453,0.9299,0.0
9.24,228.05,0.0457,0.8751,16.8174
9.72,321.34,0.0827,0.8955,30.1337
13.76,340.63,0.1498,0.9324,25.1003
4.94,66.46,0.1454,0.93,0.4124
7.16,178.86,0.0916,0.9004,13.5045
14.45,343.75,0.0253,0.8639,24.1626
5.1,467.83,0.106,0.9083,60.5988
13.79,322.64,0.0499,0.8774,22.2102
1.59,137.01,0.1427,0.9285,17.4005
14.07,355.48,0.1112,0.9112,26.62
16.09,473.02,0.1089,0.9099,40.8477
15.05,471.54,0.1433,0.9288,42.241
5.3,190.63,0.1418,0.928,18.7711
2.08,45.52,0.1319,0.9225,3.0546
9.12,439.29,0.0331,0.8682,48.4495
2.95,389.63,0.132,0.9226,52.8888
3.24,441.69,0.0951,0.9023,60.1718
13.39,322.72,0.0485,0.8767,23.0927
3.24,96.48,0.0962,0.9029,8.5094
11.68,336.58,0.0344,0.8689,28.3881
14.15,238.97,0.1414,0.9278,9.3238
17.11,149.74,0.0877,0.8982,0.0
13.63,358.14,0.0705,0.8888,28.2454
7.67,220.84,0.1354,0.9245,18.9509
17.62,380.71,0.0851,0.8968,23.8356
12.21,273.82,0.0926,0.9009,18.3107
9.3,467.62,0.0393,0.8716,52.9093
7.31,73.08,0.0483,0.8766,0.0
6.61,339.52,0.1345,0.924,38.6187
9.46,403.85,0.0389,0.8714,42.9103
12.71,115.52,0.0901,0.8996,0.0873
4.82,309.99,0.1272,0.92,37.5477
15.9,424.66,0.1268,0.9197,33.832
2.61,381.72,0.0798,0.8939,52.2973
7.68,232.59,0.1117,0.9114,20.4039
15.57,166.05,0.0721,0.8897,0.2044
13.27,300.02,0.0345,0.869,19.9621
9.76,450.85,0.0334,0.8684,49.5339
3.77,276.67,0.0973,0.9035,34.6194
5.74,143.98,0.1126,0.9119,10.5281
5.35,456.62,0.1114,0.9113,58.4795
19.52,310.83,0.0652,0.8859,10.1561
11.35,326.07,0.0471,0.8759,27.4957
16.68,486.76,0.0751,0.8913,41.6062
18.55,303.83,0.0902,0.8996,10.8669
3.19,439.11,0.145,0.9297,59.8244
19.71,122.59,0.1133,0.9123,0.0
10.61,230.19,0.0938,0.9016,14.5161
15.85,496.98,0.0357,0.8696,44.6969
2.15,391.3,0.057,0.8813,54.7898
16.46,281.42,0.1178,0.9148,11.5468
10.25,492.84,0.0487,0.8768,54.793
10.7,322.71,0.1129,0.9121,28.2694
1.08,294.91,0.0396,0.8718,42.0071
15.3,196.23,0.0625,0.8844,0.6584
18.08,92.28,0.0744,0.8909,0.0
2.24,55.26,0.1417,0.9279,4.498
17.42,340.97,0.1037,0.907,18.2361
12.19,350.06,0.0774,0.8926,29.6334
8.81,153.21,0.0324,0.8678,6.5173
14.88,135.71,0.1199,0.9159,0.0
10.99,136.58,0.0903,0.8997,0.0
9.0,180.95,0.0334,0.8684,10.0419
9.31,82.35,0.1479,0.9313,0.0296
18.03,459.33,0.0996,0.9048,35.1445
13.67,340.22,0.1386,0.9262,25.5111
11.91,167.4,0.101,0.9055,2.4017
0.8,133.27,0.0326,0.8679,18.4618
10.11,51.18,0.0709,0.889,0.0
9.9,126.93,0.0743,0.8909,0.5362
16.22,206.94,0.0698,0.8884,0.4737
18.22,425.21,0.1091,0.91,29.657
10.41,474.67,0.0867,0.8977,51.8424
11.29,406.48,0.1307,0.9219,39.7757
4.3,244.65,0.0712,0.8892,28.5994
3.03,139.21,0.0237,0.863,15.4489
13.63,334.26,0.111,0.9111,24.3183
2.38,443.59,0.0857,0.8971,62.0831
7.43,270.04,0.1071,0.9089,26.6203
17.38,36.57,0.067,0.8869,0.0
18.15,25.86,0.1258,0.9192,0.0003
18.37,281.8,0.1443,0.9294,7.7574
10.42,202.38,0.1111,0.9111,10.6725
3.3,90.1,0.0915,0.9003,7.2114
9.81,55.51,0.0612,0.8837,0.0359
19.98,81.52,0.0503,0.8777,0.2693
6.01,322.64,0.143,0.9286,37.3359
18.69,398.09,0.1099,0.9104,24.5879
0.51,364.42,0.0262,0.8644,53.4156
16.0,23.87,0.0492,0.8771,0.1119
2.1,305.31,0.0539,0.8796,41.7613
6.63,443.9,0.1266,0.9196,54.1654
17.41,498.03,0.0349,0.8692,41.918
11.99,66.79,0.1298,0.9214,0.0
9.6,156.96,0.1459,0.9302,5.5787
2.54,98.83,0.133,0.9232,10.0317
12.83,398.5,0.0444,0.8744,35.901
14.2,430.71,0.1499,0.9324,38.1264
8.9,444.83,0.1343,0.9239,50.0799
15.02,395.52,0.03,0.8665,31.1994
9.86,55.37,0.0817,0.8949,0.0
14.24,469.29,0.0233,0.8628,43.5182
19.8,410.32,0.0428,0.8735,24.661
1.42,48.25,0.0328,0.868,4.3186
17.47,499.44,0.1244,0.9184,42.1944
15.15,42.19,0.059,0.8824,0.0
18.79,370.5,0.1409,0.9275,20.3058
11.22,374.72,0.1006,0.9053,35.0596
12.07,383.06,0.0457,0.8751,34.7689
11.88,308.05,0.1318,0.9225,23.8928
16.21,489.02,0.1325,0.9229,43.2893
3.69,397.57,0.0817,0.8949,52.9163
14.91,354.1,0.0285,0.8657,25.185
19.8,482.73,0.0303,0.8667,35.3282
9.78,13.82,0.0341,0.8688,0.0
14.81,382.98,0.1065,0.9086,29.5291
19.69,248.3,0.0882,0.8985,0.4799
15.73,497.72,0.1252,0.9189,45.5938
10.15,328.36,0.0682,0.8875,30.3913
11.05,321.3,0.0302,0.8666,27.7655
12.81,198.5,0.1127,0.912,5.7582
6.76,83.03,0.1349,0.9242,0.2899
2.23,304.51,0.0849,0.8967,41.2821
7.7,416.39,0.1104,0.9107,47.9329
2.21,214.77,0.0829,0.8956,28.0165
17.62,107.98,0.0444,0.8744,0.2589
13.07,144.08,0.0584,0.8821,0.1265
15.09,70.55,0.1078,0.9093,0.2172
13.36,304.52,0.0882,0.8985,20.7699
7.82,403.8,0.0997,0.9048,45.8802
3.19,267.35,0.0214,0.8618,34.3676
17.04,333.84,0.129,0.9209,18.2865
4.58,186.42,0.0872,0.898,19.0692
11.51,240.63,0.1023,0.9063,14.4797
0.55,486.52,0.1002,0.9051,71.9642
11.11,139.2,0.1255,0.919,0.1355
19.22,289.85,0.1473,0.931,7.4619
3.34,27.69,0.0809,0.8945,0.1356
3.01,423.38,0.0521,0.8787,57.9243
6.2,361.32,0.1281,0.9205,42.439
10.03,61.77,0.0705,0.8888,0.0257
15.33,330.17,0.0902,0.8996,20.6593
12.5,331.07,0.0445,0.8745,26.1538
12.62,143.24,0.0341,0.8688,0.0
17.0,182.91,0.1026,0.9064,0.0798
18.87,166.02,0.111,0.9111,0.4683
1.94,39.27,0.0245,0.8635,2.3967
5.14,37.75,0.0675,0.8871,0.0
2.29,68.52,0.1491,0.932,6.515
17.41,95.5,0.0819,0.895,0.0
0.85,183.22,0.1094,0.9102,25.6299
19.34,467.68,0.1123,0.9118,33.642
13.4,204.12,0.0333,0.8683,5.5006
9.94,90.84,0.0331,0.8682,0.0
12.0,273.33,0.0547,0.8801,18.4065
5.95,362.61,0.0801,0.8941,42.9022
15.45,337.69,0.1354,0.9245,21.5986
15.53,373.96,0.1338,0.9236,27.2738
3.25,349.01,0.0265,0.8646,46.2707
4.46,204.45,0.0319,0.8675,22.4503
3.04,191.16,0.0396,0.8718,22.8731
6.6,310.91,0.0709,0.889,34.422
12.7,254.26,0.0661,0.8864,14.4693
2.4,114.18,0.1173,0.9145,12.9478
1.22,75.38,0.1224,0.9173,8.8449
12.1,390.46,0.1049,0.9077,35.5275
10.42,284.49,0.1129,0.9121,23.4943
6.08,211.76,0.0984,0.9041,20.1587
5.45,166.85,0.05,0.8775,14.9817
19.55,155.84,0.1198,0.9159,0.0575
15.56,330.25,0.072,0.8896,20.2936
19.08,363.88,0.082,0.8951,19.0586
15.43,108.73,0.0782,0.893,0.0
5.68,191.96,0.1137,0.9125,18.365
2.97,139.67,0.0582,0.882,15.5956
13.82,240.24,0.0224,0.8623,10.0913
0.52,439.46,0.1354,0.9245,64.9705
9.01,86.19,0.0629,0.8846,0.0
8.61,259.68,0.0704,0.8887,22.7195
3.87,144.86,0.105,0.9077,14.487
18.19,150.8,0.1169,0.9143,0.0
4.09,430.51,0.1468,0.9307,56.7897
19.85,364.04,0.1353,0.9244,17.492
15.17,471.39,0.0628,0.8845,42.1676
7.83,450.25,0.0878,0.8983,52.7753
16.69,431.25,0.0632,0.8848,33.1324
10.85,482.78,0.0783,0.8931,51.7059
1.55,203.13,0.1069,0.9088,27.2938
16.06,248.01,0.1259,0.9192,7.4052
12.23,346.37,0.0911,0.9001,28.9057
13.91,120.65,0.1443,0.9294,0.0
2.7,27.96,0.0424,0.8733,0.3708
13.22,279.39,0.1136,0.9125,17.4459
6.53,284.32,0.0772,0.8925,30.5912
13.6,406.19,0.1307,0.9219,35.667
18.44,244.32,0.0805,0.8943,1.7787
6.15,454.01,0.0649,0.8857,56.5435
10.68,221.36,0.0352,0.8694,12.8476
17.49,86.52,0.1288,0.9208,0.0207
11.44,397.0,0.066,0.8863,38.2116
10.19,328.14,0.0502,0.8776,30.1631
8.45,476.46,0.0354,0.8695,55.8148
17.51,243.34,0.0803,0.8942,3.8428
7.33,406.95,0.0906,0.8998,47.3432
14.11,321.52,0.0215,0.8618,21.5405
16.43,71.76,0.1246,0.9185,0.1962
4.77,293.45,0.1009,0.9055,34.6866
4.94,193.64,0.0828,0.8955,19.7152
3.71,213.72,0.1345,0.924,25.2899
4.69,56.65,0.0865,0.8976,0.0
15.11,349.51,0.1471,0.9309,24.2323
7.83,27.8,0.1106,0.9108,0.0
1.4,159.41,0.0582,0.882,21.2758
8.74,293.19,0.0329,0.8681,27.7996
0.5,205.31,0.0858,0.8972,29.7328
18.26,35.84,0.0325,0.8679,0.0
7.16,27.76,0.0371,0.8704,0.198
17.9,195.61,0.0212,0.8617,0.1642
16.93,216.92,0.0711,0.8891,0.9825
17.22,290.2,0.1476,0.9312,11.0273
11.49,423.91,0.1193,0.9156,42.345
11.73,459.59,0.1182,0.915,46.8772
2.74,356.77,0.0889,0.8989,48.7066
15.68,292.49,0.0527,0.879,14.4785
9.67,387.61,0.1152,0.9134,39.8514
3.67,189.28,0.1088,0.9098,21.5219
17.69,355.15,0.0811,0.8946,20.4009
16.77,285.38,0.0811,0.8946,11.5434
17.28,447.6,0.0751,0.8913,34.7303
7.71,91.53,0.0212,0.8617,0.0
12.45,490.68,0.1173,0.9145,49.9174
0.69,496.44,0.0421,0.8732,73.495
8.05,223.55,0.1383,0.9261,18.0902
16.8,219.03,0.0536,0.8795,1.7382
7.53,294.39,0.1133,0.9123,29.798
2.21,378.6,0.1221,0.9172,52.6497
15.45,452.31,0.1074,0.9091,38.6984
15.12,118.85,0.0853,0.8969,0.3465
15.68,251.75,0.0544,0.8799,8.3478
15.83,346.89,0.0477,0.8762,22.4693
2.9,385.45,0.0378,0.8708,52.6228
10.72,176.41,0.0251,0.8638,6.5579
7.1,402.88,0.0569,0.8813,47.2273
8.2,417.09,0.1209,0.9165,46.8685
7.32,210.95,0.07,0.8885,17.9629
1.89,326.46,0.1054,0.908,45.4124
5.94,257.95,0.1132,0.9123,27.6181
12.68,426.33,0.0453,0.8749,40.0494
15.5,45.88,0.0346,0.869,0.0
17.86,268.44,0.1035,0.9069,6.8176
11.46,116.4,0.0292,0.8661,0.1232
15.04,120.21,0.0877,0.8982,0.0
5.34,115.14,0.0684,0.8876,7.3401
7.4,177.45,0.1407,0.9274,12.9158
12.53,24.41,0.1181,0.915,0.0
19.73,134.1,0.1364,0.925,0.0
13.35,294.37,0.1333,0.9233,18.9681
13.7,356.89,0.1273,0.92,28.0499
17.22,405.47,0.0887,0.8988,28.5547
19.87,434.79,0.0943,0.9019,27.6688
18.22,360.27,0.0496,0.8773,19.9826
7.87,225.49,0.0749,0.8912,18.9403
2.75,349.26,0.1139,0.9126,47.3284
10.84,145.56,0.0395,0.8717,1.8344
5.78,446.86,0.092,0.9006,56.1757
16.2,47.34,0.1038,0.9071,0.0824
0.51,299.12,0.1206,0.9163,43.7892
11.02,284.56,0.1186,0.9152,22.1209
17.13,346.17,0.0265,0.8646,19.6782
14.8,258.77,0.0374,0.8706,11.1759
13.76,458.71,0.0361,0.8699,43.1432
5.96,137.35,0.1271,0.9199,9.4581
17.73,130.72,0.0783,0.8931,0.0
11.63,43.8,0.1435,0.9289,0.0
11.39,304.16,0.0703,0.8887,24.3169
17.53,94.81,0.1426,0.9284,0.0
11.45,26.56,0.0962,0.9029,0.0
12.08,230.29,0.0313,0.8672,11.7219
13.94,430.79,0.0927,0.901,38.9522
1.57,474.04,0.1179,0.9148,68.3932
10.02,236.4,0.0418,0.873,16.7505
10.43,380.95,0.0425,0.8734,37.6832
9.61,197.81,0.0863,0.8975,11.3522
4.3,437.47,0.0601,0.8831,57.4031
10.61,196.89,0.1275,0.9201,9.812
14.28,264.35,0.1134,0.9124,13.1039
8.98,379.9,0.1355,0.9245,40.4635
3.63,267.67,0.0729,0.8901,33.3371
6.47,461.0,0.1161,0.9139,56.7062
1.1,105.34,0.0738,0.8906,14.1445
19.28,421.29,0.1316,0.9224,27.1637
14.29,394.03,0.0466,0.8756,31.9675
7.01,460.98,0.1056,0.9081,56.2143
7.1,295.7,0.1495,0.9322,30.9861
6.02,186.84,0.0557,0.8806,16.7447
13.86,478.88,0.0833,0.8958,45.5127
16.6,422.45,0.0252,0.8639,32.2401
9.35,344.86,0.0585,0.8822,34.4764
8.52,401.88,0.1001,0.9051,44.5314
10.35,129.56,0.0266,0.8646,0.2455
4.05,421.51,0.0226,0.8624,55.7684
2.48,262.75,0.1221,0.9172,34.88
4.42,54.16,0.074,0.8907,0.0
5.56,226.3,0.0444,0.8744,23.3283
18.44,215.95,0.0895,0.8992,0.3295
10.94,267.46,0.118,0.9149,19.3687
19.26,110.22,0.0425,0.8734,0.0
13.89,234.77,0.1364,0.925,9.283
13.95,90.81,0.0961,0.9029,0.0
10.76,94.18,0.1204,0.9162,0.1137
5.68,489.56,0.114,0.9127,62.5138
2.42,332.57,0.1235,0.9179,45.2248
8.07,326.89,0.1253,0.9189,33.4708
